Unnamed: 0,INDU Index,SPX Index,AS30 Index,SPTSX Index,TPX Index,TRAN Index
1942-11-17,114.53,9.36,,,,27.75
1942-11-18,114.64,9.4,,,,27.8
1942-11-19,114.55,9.39,,,,27.74
1942-11-20,115.27,9.48,,,,27.93
1942-11-23,114.46,9.37,,,,27.49
1942-11-24,114.1,9.35,,,,27.39
1942-11-25,114.13,9.31,,,,27.52
1942-11-27,114.86,9.34,,,,27.16
1942-11-30,114.5,9.29,61.8,,,26.88
1942-12-01,114.61,9.28,,104.4,,26.84
1942-12-02,115.16,9.31,,,,26.95
1942-12-03,115.19,9.34,,,,26.99
1942-12-04,115.02,9.34,,,,26.82
1942-12-07,115.0,9.3,,,,26.43
1942-12-08,115.76,9.36,,,,26.41
1942-12-09,115.93,9.36,,,,26.38
1942-12-10,116.0,9.37,,,,26.2
1942-12-11,115.7,9.37,,,,26.2
1942-12-14,115.83,9.42,,,,26.03
1942-12-15,116.31,9.44,,,,26.11
1942-12-16,117.06,9.52,,,,26.51
1942-12-17,118.68,9.69,,,,27.22
1942-12-18,118.97,9.68,,,,27.29
1942-12-21,118.66,9.68,,,,27.43
1942-12-22,118.49,9.67,,,,27.27
1942-12-23,119.07,9.7,,,,27.18
1942-12-24,119.27,9.74,,,,27.13
1942-12-25,119.27,,,,,
1942-12-28,118.5,9.65,,,,26.92
1942-12-29,118.4,9.65,,,,26.88
1942-12-30,119.56,9.76,,,,27.33
1942-12-31,119.4,9.77,64.3,,,27.39
1943-01-01,119.4,,,111.3,,
1943-01-04,120.25,9.92,,,,28.22
1943-01-05,119.7,9.9,,,,28.03
1943-01-06,119.66,9.89,,,,28.14
1943-01-07,119.37,9.91,,,,28.04
1943-01-08,119.26,9.92,,,,28.08
1943-01-11,119.95,9.96,,,,28.15
1943-01-12,119.98,9.93,,,,27.99
1943-01-13,120.25,9.95,,,,28.13
1943-01-14,120.79,10.01,,,,28.4
1943-01-15,121.58,10.09,,,,29.03
1943-01-18,121.56,10.12,,,,29.08
1943-01-19,120.48,10.02,,,,28.7
1943-01-20,120.55,10.03,,,,28.75
1943-01-21,121.79,10.18,,,,28.93
1943-01-22,121.99,10.17,,,,28.87
1943-01-25,123.74,10.3,,,,29.14
1943-01-26,124.31,10.35,,,,29.04
1943-01-27,124.08,10.34,,,,28.87
1943-01-28,124.38,10.35,,,,29.15
1943-01-29,125.41,10.44,65.0,,,29.22
1943-02-01,125.86,10.52,,110.89,,29.55
1943-02-02,125.88,10.52,,,,29.51
1943-02-03,125.56,10.44,,,,29.24
1943-02-04,125.07,10.43,,,,29.2
1943-02-05,125.75,10.51,,,,29.18
1943-02-08,125.57,10.5,,,,29.06
1943-02-09,126.3,10.58,,,,29.11
1943-02-10,127.01,10.65,,,,29.26
1943-02-11,127.09,10.67,,,,29.08
1943-02-12,127.09,,,,,
1943-02-15,128.6,10.81,,,,29.3
1943-02-16,128.31,10.79,,,,29.27
1943-02-17,128.41,10.81,,,,29.53
1943-02-18,127.06,10.66,,,,29.23
1943-02-19,126.67,10.64,,,,29.51
1943-02-23,128.78,10.84,,,,30.54
1943-02-24,129.58,10.9,,,,31.24
1943-02-25,130.04,10.97,,,,31.78
1943-02-26,129.71,10.97,65.8,,,31.83
1943-03-01,129.44,10.92,,115.24,,31.7
1943-03-02,128.6,10.84,,,,31.74
1943-03-03,130.03,10.98,,,,32.62
1943-03-04,130.38,11.0,,,,32.56
1943-03-05,130.61,11.05,,,,32.29
1943-03-08,130.56,11.01,,,,32.29
1943-03-09,129.8,10.95,,,,32.06
1943-03-10,129.16,10.9,,,,31.89
1943-03-11,130.48,11.01,,,,32.15
1943-03-12,130.73,11.05,,,,32.78
1943-03-15,130.64,11.04,,,,32.58
1943-03-16,130.33,11.01,,,,32.43
1943-03-17,129.49,10.93,,,,32.09
1943-03-18,129.66,10.91,,,,32.09
1943-03-19,129.25,10.88,,,,31.61
1943-03-22,129.44,10.92,,,,32.14
1943-03-23,129.98,10.95,,,,32.19
1943-03-24,130.62,10.98,,,,32.12
1943-03-25,133.22,11.21,,,,32.7
1943-03-26,133.96,11.3,,,,33.06
1943-03-29,136.1,11.49,,,,33.79
1943-03-30,136.82,11.59,,,,33.88
1943-03-31,136.57,11.58,65.9,,,34.08
1943-04-01,136.56,11.59,,118.08,,34.83
1943-04-02,135.67,11.56,,,,34.78
1943-04-05,136.44,11.59,,,,35.91
1943-04-06,136.93,11.76,,,,35.87
1943-04-07,136.0,11.7,,,,35.49
1943-04-08,135.52,11.6,,,,35.3
1943-04-09,131.22,11.14,,,,33.59
1943-04-12,131.27,11.15,,,,33.7
1943-04-13,131.18,11.14,,,,33.33
1943-04-14,132.49,11.28,,,,33.85
1943-04-15,133.49,11.36,,,,34.27
1943-04-16,133.07,11.33,,,,34.22
1943-04-19,133.46,11.38,,,,34.41
1943-04-20,133.09,11.34,,,,34.46
1943-04-21,134.0,11.45,,,,35.01
1943-04-22,134.2,11.48,,,,35.0
1943-04-23,134.34,,,,,
1943-04-26,134.34,11.48,,,,35.3
1943-04-27,134.39,11.48,,,,34.95
1943-04-28,134.14,11.48,,,,35.04
1943-04-29,135.24,11.59,,,,35.58
1943-04-30,135.48,11.59,65.6,,,35.56
1943-05-03,137.43,11.82,,123.01,,36.25
1943-05-04,138.18,11.86,,,,36.12
1943-05-05,138.34,11.93,,,,36.81
1943-05-06,138.85,11.97,,,,36.89
1943-05-07,137.27,11.81,,,,35.97
1943-05-10,138.64,11.97,,,,36.28
1943-05-11,138.36,11.93,,,,36.06
1943-05-12,138.24,11.88,,,,36.11
1943-05-13,137.88,11.92,,,,36.04
1943-05-14,136.82,11.7,,,,35.57
1943-05-17,136.98,11.72,,,,36.06
1943-05-18,138.05,11.81,,,,36.22
1943-05-19,139.15,11.93,,,,36.69
1943-05-20,138.84,11.9,,,,36.44
1943-05-21,138.9,11.9,,,,36.52
1943-05-24,138.84,11.87,,,,36.29
1943-05-25,139.17,11.9,,,,37.11
1943-05-26,140.38,11.99,,,,37.3
1943-05-27,140.82,12.02,,,,37.08
1943-05-28,141.18,12.05,,,,37.06
1943-05-31,142.06,,65.6,,,
1943-06-01,142.43,12.18,,126.2,,37.04
1943-06-02,142.39,12.19,,,,36.66
1943-06-03,142.75,12.24,,,,36.91
1943-06-04,142.28,12.18,,,,36.62
1943-06-07,141.82,12.15,,,,36.22
1943-06-08,141.44,12.08,,,,35.95
1943-06-09,141.49,12.12,,,,36.11
1943-06-10,141.68,12.14,,,,36.12
1943-06-11,141.44,12.08,,,,35.79
1943-06-14,139.09,11.88,,,,34.77
1943-06-15,139.39,11.93,,,,35.1
1943-06-16,139.78,11.95,,,,35.19
1943-06-17,139.85,11.97,,,,35.38
1943-06-18,139.68,11.96,,,,35.19
1943-06-21,138.79,11.9,,,,34.78
1943-06-22,139.03,11.92,,,,35.01
1943-06-23,140.04,11.89,,,,35.33
1943-06-24,140.86,11.95,,,,35.42
1943-06-25,142.27,12.21,,,,35.83
1943-06-28,143.0,12.32,,,,36.23
1943-06-29,142.62,12.28,,,,36.19
1943-06-30,143.38,12.35,65.6,,,36.48
1943-07-01,143.58,12.36,,129.68,,36.72
1943-07-02,143.68,12.35,,,,36.51
1943-07-06,143.76,12.37,,,,36.28
1943-07-07,143.41,12.35,,,,36.2
1943-07-08,143.64,12.36,,,,36.49
1943-07-09,144.18,12.41,,,,37.01
1943-07-12,144.62,12.46,,,,37.29
1943-07-13,145.3,12.57,,,,37.88
1943-07-14,145.82,12.64,,,,38.11
1943-07-15,144.87,12.57,,,,37.72
1943-07-16,144.75,12.54,,,,37.8
1943-07-19,144.74,12.55,,,,37.65
1943-07-20,143.93,12.47,,,,37.17
1943-07-21,143.94,12.5,,,,37.52
1943-07-22,143.77,12.5,,,,37.89
1943-07-23,143.8,12.51,,,,38.05
1943-07-26,142.07,12.31,,,,36.9
1943-07-27,138.75,11.92,,,,35.67
1943-07-28,137.64,11.88,,,,35.7
1943-07-29,139.41,12.08,,,,36.09
1943-07-30,137.25,11.85,65.7,,,35.14
1943-08-02,134.0,11.47,,,,33.73
1943-08-03,135.64,11.72,,128.23,,34.37
1943-08-04,136.87,11.79,,,,34.49
1943-08-05,136.76,11.75,,,,34.45
1943-08-06,135.58,11.63,,,,34.05
1943-08-09,135.18,11.6,,,,34.18
1943-08-10,136.23,11.71,,,,34.54
1943-08-11,136.79,11.8,,,,34.56
1943-08-12,136.44,11.73,,,,34.27
1943-08-13,137.39,11.84,,,,34.46
1943-08-16,137.08,11.81,,,,34.77
1943-08-17,137.54,11.88,,,,35.04
1943-08-18,138.45,11.92,,,,35.11
1943-08-19,138.34,11.91,,,,34.85
1943-08-20,136.93,11.81,,,,34.44
1943-08-23,135.05,11.6,,,,33.69
1943-08-24,135.6,11.69,,,,33.98
1943-08-25,135.9,11.71,,,,34.12
1943-08-26,136.25,11.75,,,,34.3
1943-08-27,135.83,11.67,,,,34.11
1943-08-30,135.73,11.67,,,,34.13
1943-08-31,136.62,11.8,66.4,,,34.55
1943-09-01,137.12,11.84,,130.79,,34.65
1943-09-02,137.11,11.84,,,,34.55
1943-09-03,137.18,11.82,,,,34.35
1943-09-07,137.59,11.85,,,,34.32
1943-09-08,136.91,11.78,,,,33.71
1943-09-09,137.75,11.91,,,,33.85
1943-09-10,137.96,11.93,,,,34.01
1943-09-13,137.82,11.91,,,,34.03
1943-09-14,137.53,11.89,,,,34.01
1943-09-15,137.62,11.91,,,,34.35
1943-09-16,138.36,11.98,,,,34.57
1943-09-17,139.6,12.1,,,,35.07
1943-09-20,141.75,12.23,,,,35.43
1943-09-21,141.49,12.24,,,,35.35
1943-09-22,141.09,12.21,,,,35.2
1943-09-23,140.3,12.1,,,,34.93
1943-09-24,140.21,12.1,,,,35.09
1943-09-27,139.41,12.0,,,,34.64
1943-09-28,139.27,11.98,,,,34.7
1943-09-29,139.75,12.01,,,,34.81
1943-09-30,140.12,12.08,67.1,,,35.11
1943-10-01,140.33,12.09,,128.64,,35.22
1943-10-04,139.63,12.02,,,,35.0
1943-10-05,139.27,11.97,,,,34.87
1943-10-06,137.84,11.83,,,,34.58
1943-10-07,136.39,11.67,,,,34.35
1943-10-08,136.74,11.72,,,,34.54
1943-10-11,136.61,11.7,,,,34.57
1943-10-13,136.48,11.7,,,,34.6
1943-10-14,137.01,11.75,,,,34.76
1943-10-15,137.9,11.83,,,,35.01
1943-10-18,138.4,11.85,,,,35.01
1943-10-19,138.71,11.91,,,,35.29
1943-10-20,138.88,11.95,,,,35.14
1943-10-21,138.0,11.84,,,,34.94
1943-10-22,138.25,11.89,,,,35.1
1943-10-25,138.22,11.88,,,,34.93
1943-10-26,138.69,11.92,,,,35.2
1943-10-27,139.35,11.99,,,,35.53
1943-10-28,138.97,11.96,,,,35.25
1943-10-29,138.29,11.91,67.0,,,35.04
1943-11-01,138.5,11.92,,120.58,,35.06
1943-11-03,137.35,11.78,,,,34.54
1943-11-04,136.3,11.68,,,,33.86
1943-11-05,135.47,11.59,,,,33.67
1943-11-08,131.68,11.26,,,,31.8
1943-11-09,131.85,11.3,,,,32.21
1943-11-10,132.68,11.41,,,,32.62
1943-11-12,132.15,11.29,,,,32.57
1943-11-15,131.56,11.25,,,,32.67
1943-11-16,131.18,11.2,,,,32.54
1943-11-17,130.24,11.13,,,,32.38
1943-11-18,130.79,11.16,,,,32.53
1943-11-19,132.3,11.3,,,,33.07
1943-11-22,132.65,11.34,,,,33.4
1943-11-23,132.45,11.3,,,,33.29
1943-11-24,132.1,11.24,,,,32.82
1943-11-26,131.33,11.15,,,,32.08
1943-11-29,129.95,10.99,,,,31.71
1943-11-30,129.57,11.02,67.1,,,31.5
1943-12-01,130.68,11.13,,123.77,,31.91
1943-12-02,131.67,11.22,,,,32.16
1943-12-03,131.91,11.23,,123.77,,32.24
1943-12-06,132.45,11.28,,,,32.27
1943-12-07,133.37,11.38,,,,32.64
1943-12-08,134.42,11.5,,,,33.17
1943-12-09,134.05,11.43,,,,32.96
1943-12-10,135.04,11.49,,,,33.19
1943-12-13,134.8,11.48,,,,33.09
1943-12-14,134.19,11.45,,,,32.85
1943-12-15,134.18,11.44,,,,33.03
1943-12-16,135.19,11.5,,,,32.76
1943-12-17,135.44,11.56,,,,33.21
1943-12-20,136.1,11.64,,,,33.25
1943-12-21,135.86,11.61,,,,33.09
1943-12-22,136.15,11.6,,,,33.03
1943-12-23,136.07,11.59,,,,33.27
1943-12-24,136.24,11.61,,,,33.36
1943-12-27,136.14,11.59,,,,33.12
1943-12-28,135.04,11.48,,,,32.79
1943-12-29,134.61,11.48,,,,32.93
1943-12-30,136.2,11.69,,,,33.53
1943-12-31,135.89,11.67,67.2,,,33.56
1944-01-03,135.92,11.66,,124.81,,33.45
1944-01-04,137.15,11.81,,,,33.94
1944-01-05,138.65,11.94,,,,34.23
1944-01-06,138.34,11.89,,,,34.42
1944-01-07,138.08,11.87,,,,34.53
1944-01-10,137.8,11.85,,,,34.82
1944-01-11,138.47,11.92,,,,35.12
1944-01-12,137.94,11.84,,,,34.86
1944-01-13,137.36,11.81,,,,34.91
1944-01-14,138.15,11.86,,,,35.37
1944-01-17,138.1,11.9,,,,35.66
1944-01-18,137.87,11.87,,,,35.86
1944-01-19,137.83,11.88,,,,35.9
1944-01-20,138.16,11.88,,,,36.03
1944-01-21,138.07,11.9,,,,36.51
1944-01-24,137.97,11.89,,,,36.45
1944-01-25,137.97,11.88,,,,36.32
1944-01-26,136.71,11.76,,,,35.75
1944-01-27,136.59,11.74,,,,35.63
1944-01-28,137.19,11.81,,,,36.04
1944-01-31,137.4,11.85,67.1,,,36.36
1944-02-01,137.45,11.83,,126.03,,36.34
1944-02-02,137.08,11.8,,,,36.8
1944-02-03,136.24,11.7,,,,36.16
1944-02-04,135.04,11.6,,,,35.8
1944-02-07,134.22,11.56,,,,36.14
1944-02-08,135.06,11.67,,,,36.43
1944-02-09,135.03,11.67,,,,36.38
1944-02-10,135.55,11.75,,,,37.41
1944-02-11,135.41,11.74,,,,37.46
1944-02-14,135.39,11.74,,,,37.55
1944-02-15,136.19,11.82,,,,38.26
1944-02-16,136.04,11.79,,,,37.92
1944-02-17,136.58,11.87,,,,38.82
1944-02-18,136.08,11.78,,,,38.35
1944-02-21,135.71,11.76,,,,38.27
1944-02-23,136.51,11.86,,,,38.9
1944-02-24,136.58,11.88,,,,38.74
1944-02-25,136.56,11.88,,,,38.64
1944-02-28,136.79,11.89,67.4,,,38.88
1944-02-29,136.3,11.82,,,,38.23
1944-03-01,136.44,11.87,,126.49,,38.47
1944-03-02,136.69,11.88,,,,38.48
1944-03-03,136.59,11.9,,,,38.17
1944-03-06,137.21,11.93,,,,38.32
1944-03-07,138.33,12.01,,,,38.58
1944-03-08,139.5,12.11,,,,38.37
1944-03-09,139.33,12.08,,,,38.36
1944-03-10,140.01,12.1,,,,38.38
1944-03-13,141.0,12.24,,,,39.35
1944-03-14,140.37,12.22,,,,39.19
1944-03-15,140.71,12.28,,,,39.23
1944-03-16,140.91,12.29,,,,39.87
1944-03-17,140.8,12.31,,,,40.32
1944-03-20,139.89,12.2,,,,39.66
1944-03-21,140.2,12.25,,,,40.48
1944-03-22,139.98,12.23,,,,40.24
1944-03-23,138.95,12.1,,,,40.02
1944-03-24,139.28,12.13,,,,40.21
1944-03-27,139.12,12.1,,,,39.99
1944-03-28,137.88,11.98,,,,39.21
1944-03-29,137.45,11.95,,,,39.14
1944-03-30,138.6,12.03,,,,39.5
1944-03-31,138.84,12.02,67.5,,,39.54
1944-04-03,138.01,11.96,,124.35,,39.29
1944-04-04,138.06,11.97,,,,39.33
1944-04-05,138.17,11.98,,,,39.38
1944-04-06,138.91,12.04,,,,39.4
1944-04-07,138.91,,,,,
1944-04-10,139.11,12.06,,,,39.72
1944-04-11,138.74,12.06,,,,40.17
1944-04-12,137.98,11.98,,,,39.84
1944-04-13,137.65,11.95,,,,39.68
1944-04-14,137.69,11.95,,,,39.54
1944-04-17,137.77,11.94,,,,39.32
1944-04-18,136.07,11.73,,,,38.2
1944-04-19,135.48,11.69,,,,37.75
1944-04-20,136.2,11.78,,,,38.26
1944-04-21,136.17,11.8,,,,38.53
1944-04-24,135.0,11.67,,,,37.83
1944-04-25,135.11,11.69,,,,37.96
1944-04-26,135.67,11.76,,,,38.22
1944-04-27,136.07,11.81,,,,38.57
1944-04-28,136.21,11.87,67.6,,,38.88
1944-05-01,137.06,11.96,,126.73,,39.17
1944-05-02,137.15,11.95,,,,39.0
1944-05-03,137.83,12.03,,,,39.1
1944-05-04,137.85,12.01,,,,38.88
1944-05-05,138.75,12.08,,,,39.33
1944-05-08,138.65,12.09,,,,39.02
1944-05-09,138.65,12.08,,,,39.05
1944-05-10,138.76,12.08,,,,39.19
1944-05-11,138.93,12.09,,,,39.06
1944-05-12,138.51,12.0,,,,38.49
1944-05-15,138.6,11.99,,,,38.7
1944-05-16,138.41,12.0,,,,38.91
1944-05-17,138.99,12.08,,,,39.4
1944-05-18,139.2,12.1,,,,39.48
1944-05-19,139.34,12.12,,,,39.43
1944-05-22,139.43,12.13,,,,39.43
1944-05-23,139.87,12.17,,,,39.95
1944-05-24,140.48,12.22,,,,40.18
1944-05-25,140.38,12.2,,,,39.85
1944-05-26,141.03,12.22,,,,39.88
1944-05-29,141.53,12.27,,,,40.14
1944-05-31,142.24,12.35,68.0,,,40.53
1944-06-01,142.14,12.31,,134.27,,40.35
1944-06-02,142.07,12.3,,,,40.19
1944-06-05,141.62,12.23,,,,39.85
1944-06-06,142.21,12.31,,,,39.8
1944-06-07,142.12,12.3,,,,39.33
1944-06-08,141.93,12.25,,,,38.85
1944-06-09,142.06,12.27,,,,39.0
1944-06-12,144.08,12.55,,,,39.62
1944-06-13,145.05,12.64,,,,40.09
1944-06-14,145.03,12.66,,,,40.12
1944-06-15,145.86,12.73,,,,40.32
1944-06-16,146.96,12.82,,,,40.82
1944-06-19,148.42,12.95,,,,41.44
1944-06-20,148.63,12.97,,,,41.34
1944-06-21,147.9,12.94,,,,41.03
1944-06-22,147.65,12.92,,,,41.24
1944-06-23,147.5,12.9,,,,41.63
1944-06-26,148.12,12.98,,,,41.73
1944-06-27,148.48,13.02,,,,41.7
1944-06-28,147.93,12.95,,,,41.56
1944-06-29,148.07,12.94,,,,41.31
1944-06-30,148.38,12.98,68.1,,,41.54
1944-07-03,149.32,13.11,,133.63,,41.82
1944-07-05,149.66,13.18,,,,41.71
1944-07-06,149.07,13.13,,,,41.82
1944-07-07,149.36,13.16,,,,42.02
1944-07-10,150.5,13.27,,,,42.51
1944-07-11,150.18,13.25,,,,42.27
1944-07-12,150.42,13.27,,,,42.53
1944-07-13,150.08,13.22,,,,42.41
1944-07-14,150.34,13.23,,,,42.43
1944-07-17,149.28,13.1,,,,42.09
1944-07-18,148.1,12.98,,,,41.79
1944-07-19,149.01,13.07,,,,42.38
1944-07-20,148.27,12.96,,,,42.04
1944-07-21,146.77,12.78,,,,41.53
1944-07-24,145.77,12.7,,,,41.03
1944-07-25,146.74,12.8,,,,41.68
1944-07-26,146.64,12.77,,,,41.41
1944-07-27,146.74,12.77,,,,41.51
1944-07-28,146.14,12.7,,,,41.27
1944-07-31,146.11,12.71,67.9,,,41.29
1944-08-01,146.39,12.78,,136.12,,41.51
1944-08-02,146.77,12.81,,,,41.62
1944-08-03,146.29,12.73,,,,41.25
1944-08-04,145.3,12.61,,,,40.8
1944-08-07,145.32,12.67,,,,40.88
1944-08-08,144.97,12.62,,,,40.7
1944-08-09,144.9,12.68,,,,40.92
1944-08-10,145.65,12.78,,,,41.18
1944-08-11,146.27,12.83,,,,41.46
1944-08-14,146.77,12.85,,,,41.27
1944-08-15,146.45,12.84,,,,41.08
1944-08-16,147.3,12.9,,,,41.45
1944-08-17,148.46,12.98,,,,41.81
1944-08-18,148.96,13.04,,,,41.93
1944-08-21,148.52,12.98,,,,41.4
1944-08-22,147.81,12.89,,,,40.97
1944-08-23,147.87,12.91,,,,41.02
1944-08-24,147.11,12.83,,,,40.7
1944-08-25,147.02,12.8,,,,40.65
1944-08-28,146.87,12.8,,,,40.54
1944-08-29,147.12,12.84,,,,40.72
1944-08-30,147.28,12.87,,,,40.95
1944-08-31,146.99,12.82,68.2,,,40.89
1944-09-01,147.16,12.86,,134.44,,40.87
1944-09-05,146.56,12.78,,,,40.48
1944-09-06,144.42,12.47,,,,39.12
1944-09-07,143.58,12.43,,,,39.34
1944-09-08,143.51,12.41,,,,39.32
1944-09-11,144.3,12.48,,,,39.47
1944-09-12,144.88,12.54,,,,39.5
1944-09-13,143.94,12.42,,,,39.0
1944-09-14,142.96,12.35,,,,38.71
1944-09-15,144.08,12.45,,,,39.09
1944-09-18,144.75,12.53,,,,39.12
1944-09-19,145.62,12.64,,,,39.64
1944-09-20,145.85,12.66,,,,39.68
1944-09-21,145.43,12.62,,,,39.53
1944-09-22,145.6,12.65,,,,39.75
1944-09-25,146.77,12.76,,,,40.4
1944-09-26,146.52,12.73,,,,40.34
1944-09-27,146.28,12.73,,,,40.42
1944-09-28,146.11,12.69,,,,40.32
1944-09-29,146.31,12.74,68.6,,,40.72
1944-10-02,146.92,12.8,,,,40.87
1944-10-03,146.91,12.8,,134.03,,40.83
1944-10-04,147.89,12.87,,,,41.1
1944-10-05,148.62,12.95,,,,41.67
1944-10-06,148.84,12.97,,,,41.8
1944-10-09,148.06,12.89,,,,41.45
1944-10-10,148.25,12.93,,,,41.46
1944-10-11,148.79,13.01,,,,41.59
1944-10-13,148.7,13.02,,,,41.57
1944-10-16,148.09,12.95,,,,41.4
1944-10-17,148.39,13.0,,,,41.64
1944-10-18,148.87,13.07,,,,42.01
1944-10-19,148.55,13.04,,,,42.11
1944-10-20,148.21,13.02,,,,41.91
1944-10-23,146.58,12.8,,,,41.43
1944-10-24,146.58,12.83,,,,41.62
1944-10-25,146.37,12.83,,,,41.49
1944-10-26,145.83,12.73,,,,41.11
1944-10-27,146.29,12.75,,,,41.19
1944-10-30,146.28,12.76,,,,41.3
1944-10-31,146.53,12.78,69.7,,,41.59
1944-11-01,146.73,12.83,,136.06,,41.66
1944-11-02,147.53,12.9,,,,41.95
1944-11-03,147.16,12.89,,,,41.98
1944-11-06,147.92,12.96,,,,41.93
1944-11-08,147.52,12.94,,,,41.98
1944-11-09,147.75,12.97,,,,42.2
1944-11-10,148.08,12.98,,,,42.37
1944-11-13,146.97,12.87,,,,41.87
1944-11-14,145.6,12.71,,,,41.3
1944-11-15,145.64,12.68,,,,41.3
1944-11-16,145.67,12.69,,,,41.58
1944-11-17,145.77,12.67,,,,41.62
1944-11-20,146.33,12.72,,,,42.03
1944-11-21,147.03,12.81,,,,42.43
1944-11-22,146.92,12.82,,,,42.56
1944-11-24,146.4,12.75,,,,42.35
1944-11-27,146.92,12.79,,,,42.62
1944-11-28,147.14,12.78,,,,42.64
1944-11-29,147.81,12.85,,,,43.08
1944-11-30,147.33,12.83,69.8,,,42.88
1944-12-01,147.3,12.8,,139.14,,42.87
1944-12-04,148.22,12.91,,,,44.04
1944-12-05,148.58,12.96,,,,44.14
1944-12-06,148.77,12.96,,,,44.32
1944-12-07,149.23,12.99,,,,44.75
1944-12-08,150.48,13.09,,,,45.32
1944-12-11,151.62,13.17,,,,45.9
1944-12-12,151.2,13.14,,,,45.78
1944-12-13,150.64,13.1,,,,45.7
1944-12-14,150.8,13.14,,,,46.9
1944-12-15,152.28,13.27,,,,47.34
1944-12-18,151.53,13.19,,,,46.95
1944-12-19,151.62,13.23,,,,48.09
1944-12-20,150.59,13.14,,,,47.4
1944-12-21,150.28,13.11,,,,47.21
1944-12-22,150.43,13.12,,,,48.01
1944-12-26,149.66,13.03,,,,48.04
1944-12-27,148.71,12.97,,,,47.32
1944-12-28,150.47,13.1,,,,47.62
1944-12-29,151.93,13.28,69.6,,,48.3
1945-01-01,,,,139.83,,
1945-01-02,152.58,13.33,,,,48.43
1945-01-03,154.31,13.47,,,,49.04
1945-01-04,154.42,13.49,,,,49.43
1945-01-05,154.0,13.46,,,,49.83
1945-01-08,154.85,13.58,,,,50.89
1945-01-09,155.01,13.59,,,,50.68
1945-01-10,155.67,13.69,,,,51.03
1945-01-11,155.85,13.68,,,,50.71
1945-01-12,155.42,13.64,,,,50.24
1945-01-15,154.76,13.55,,,,48.98
1945-01-16,154.6,13.54,,,,48.95
1945-01-17,155.33,13.63,,,,49.69
1945-01-18,154.61,13.57,,,,49.01
1945-01-19,153.84,13.44,,,,48.22
1945-01-22,152.03,13.3,,,,47.66
1945-01-23,151.36,13.21,,,,47.06
1945-01-24,151.35,13.25,,,,47.15
1945-01-25,152.26,13.33,,,,47.47
1945-01-26,153.3,13.46,,,,48.09
1945-01-29,154.06,13.54,,,,48.07
1945-01-30,153.45,13.46,,,,47.17
1945-01-31,153.67,13.47,69.8,,,47.03
1945-02-01,153.79,13.5,,146.91,,47.45
1945-02-02,154.45,13.6,,,,48.39
1945-02-05,155.35,13.7,,,,48.89
1945-02-06,155.5,13.73,,,,49.61
1945-02-07,155.71,13.76,,,,49.96
1945-02-08,155.54,13.76,,,,49.85
1945-02-09,154.75,13.68,,,,49.35
1945-02-13,156.34,13.9,,,,50.32
1945-02-14,157.08,13.97,,,,50.49
1945-02-15,158.24,14.07,,,,51.22
1945-02-16,158.23,14.05,,,,51.22
1945-02-19,159.01,14.16,,,,51.94
1945-02-20,159.57,14.21,,,,52.07
1945-02-21,159.66,14.19,,,,51.95
1945-02-23,158.99,14.16,,,,51.49
1945-02-26,158.41,14.09,,,,50.9
1945-02-27,159.3,14.2,,,,51.22
1945-02-28,160.4,14.3,70.8,,,51.56
1945-03-01,160.72,14.32,,143.14,,52.51
1945-03-02,159.95,14.23,,,,52.03
1945-03-05,160.68,14.3,,,,52.25
1945-03-06,161.5,14.37,,,,52.51
1945-03-07,161.52,14.38,,,,52.09
1945-03-08,158.86,14.12,,,,50.96
1945-03-09,156.34,13.82,,,,49.86
1945-03-12,157.88,13.99,,,,50.7
1945-03-13,157.59,13.99,,,,50.83
1945-03-14,157.83,14.01,,,,51.41
1945-03-15,158.53,14.07,,,,52.54
1945-03-16,158.92,14.09,,,,52.75
1945-03-19,157.89,14.01,,,,52.5
1945-03-20,156.37,13.82,,,,51.74
1945-03-21,155.3,13.69,,,,51.38
1945-03-22,155.07,13.68,,,,51.66
1945-03-23,155.45,13.74,,,,51.74
1945-03-26,152.27,13.39,,,,49.72
1945-03-27,152.78,13.47,,,,50.03
1945-03-28,153.79,13.58,,,,50.4
1945-03-29,154.06,13.61,,,,50.56
1945-03-30,,,70.9,,,
1945-04-02,155.86,13.77,,,,51.27
1945-04-03,156.2,13.79,,149.23,,51.31
1945-04-04,155.96,13.77,,,,51.24
1945-04-05,154.99,13.67,,,,50.64
1945-04-06,155.85,13.77,,,,51.06
1945-04-09,156.1,13.81,,,,51.19
1945-04-10,156.51,13.86,,,,52.08
1945-04-11,158.06,14.06,,,,52.91
1945-04-12,158.48,14.05,,,,52.74
1945-04-13,159.75,14.2,,,,53.19
1945-04-16,162.43,14.49,,,,54.22
1945-04-17,162.6,14.51,,,,54.54
1945-04-18,163.83,14.65,,,,55.62
1945-04-19,163.18,14.51,,,,54.86
1945-04-20,162.83,14.49,,,,54.96
1945-04-23,163.58,14.63,,,,56.05
1945-04-24,164.31,14.7,,,,56.55
1945-04-25,163.91,14.67,,,,56.56
1945-04-26,163.22,14.64,,,,56.39
1945-04-27,163.94,14.7,,,,57.01
1945-04-30,165.44,14.84,71.2,,,57.08
1945-05-01,165.09,14.79,,154.45,,56.31
1945-05-02,165.03,14.77,,,,56.24
1945-05-03,165.84,14.87,,,,56.72
1945-05-04,166.27,14.92,,,,56.82
1945-05-07,166.53,14.93,,,,56.31
1945-05-08,166.42,14.96,,,,56.42
